|     ID |         Name |           RA |          DEC |         Obj. Type |           Redshift |                     Host Name | Host Redshift |                                          Reporting Group/s |                              Discovery Data Source/s |                 Classifying Group/s |                                      Associated Group/s |           Disc. Internal Name |                                                                                                                                                             Disc. Instrument/s |                                              Class. Instrument/s | TNS AT | Public | End Prop. Period | Discovery Mag/Flux | Discovery Filter |     Discovery Date (UT) |                  Sender | Remarks | Unreal |   Discovery Bibcode |                                                            Classification Bibcodes | Ext. catalog/s | Auto classification | Classification_date | Classification_bibcode_applied |
| 181900 |   SN 2025oas | 02:21:24.795 | +16:34:08.27 |             SN II |           0.013693 |                               |               |                               ZTF, GOTO, ATLAS, Pan-STARRS |                         ZTF, GOTO, ATLAS, Pan-STARRS |                                 ZTF |                            ATLAS, GOTO, Pan-STARRS, ZTF |                  ZTF25aavyqag |                                                                        ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, GOTO-N - GOTO-1, GOTO-N - GOTO-2, P48 - ZTF-Cam, PS2 - GPC2 |                                                       P60 - SEDM |      1 |      1 |                  |            16.7475 |            r-ZTF | 2025-06-19 11:20:11.999 |                   Fritz |         |        | 2025TNSTR2300....1S |                                                                2025TNSCR2367....1S |                |                     |          2025-06-23 |            2025TNSCR2367....1S |
| 181891 |   SN 2025oaj | 09:19:12.905 | +33:18:54.38 |             SN II |           0.022439 |                               |               |                                            ZTF, GOTO, WFST |                                      ZTF, GOTO, WFST |                                 ZTF |                                         GOTO, WFST, ZTF |                  ZTF25aavrkgo |                                                                                                                                GOTO-N - GOTO-2, P48 - ZTF-Cam, WFST - WFST-WFC |                                                     Keck1 - LRIS |      1 |      1 |                  |            18.7456 |            r-ZTF | 2025-06-19 04:03:17.997 |             ZTF_CATS150 |         |        | 2025TNSTR2301....1H |                                                                2025TNSCR2503....1D |                |                     |          2025-06-30 |            2025TNSCR2503....1D |
| 181890 |   SN 2025oai | 21:03:27.036 | +05:26:33.10 |             SN Ia |              0.059 |                               |               |                                     ZTF, ATLAS, GOTO, Fink |                                     ZTF, ATLAS, GOTO |                                 ZTF |                                        ATLAS, GOTO, ZTF |                  ZTF25aavikep |                                                                                                          ATLAS-HKO - ATLAS-02, GOTO-N - GOTO-2, GOTO-S - GOTO-4, P48 - ZTF-Cam |                                                       P60 - SEDM |      1 |      1 |                  |            20.3092 |            r-ZTF | 2025-06-14 08:27:15.998 |                   Fritz |         |        | 2025TNSTR2300....1S |                                                                2025TNSCR2387....1F |                |                     |          2025-06-24 |            2025TNSCR2387....1F |
| 181875 |   SN 2025nzv | 23:20:14.531 | +33:22:41.01 |            SN IIn |              0.105 |                               |               |                                           GOTO, ATLAS, ZTF |                                     GOTO, ATLAS, ZTF |                          SCAT, GOTO |                                        ATLAS, GOTO, ZTF |                     GOTO25drz |                                                                                                     ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, GOTO-N - GOTO-2, P48 - ZTF-Cam |                                       NOT - ALFOSC, UH88 - SNIFS |      1 |      1 |                  |              18.96 |           L-GOTO | 2025-06-18 02:57:59.904 |                GOTO_bot |         |        | 2025TNSTR2273....1O |                                           2025TNSCR2327....1S, 2025TNSCR2326....1O |                |                     |          2025-06-20 |            2025TNSCR2326....1O |
| 181870 |   SN 2025nzq | 16:55:41.831 | +53:22:28.12 |             SN Ia |               0.05 |     WISEA J165541.73+532230.1 |               |                             ALeRCE, ATLAS, YSE, Fink, GOTO |                         ZTF, ATLAS, Pan-STARRS, GOTO |                                UCSC |                            ATLAS, GOTO, Pan-STARRS, ZTF |                  ZTF25aavpehi |                                                                                         ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, GOTO-N - GOTO-2, P48 - ZTF-Cam, PS2 - GPC2 |                                                   Lick-3m - KAST |      1 |      1 |                  |            19.6751 |            g-ZTF | 2025-06-18 07:12:25.004 |                  ALeRCE |         |        | 2025TNSTR2267....1M |                                                                2025TNSCR2442....1D |                |                     |          2025-06-27 |            2025TNSCR2442....1D |
| 181862 |   SN 2025nzi | 12:41:36.862 | +26:04:19.86 |             SN Ib |           0.015797 |                               |               |                                           ATLAS, ZTF, GOTO |                                     ATLAS, ZTF, GOTO |                                SCAT |                                        ATLAS, GOTO, ZTF |                    ATLAS25gfe |                                                                                                                           ATLAS-MLO - ATLAS-01, GOTO-N - GOTO-2, P48 - ZTF-Cam |                                                     UH88 - SNIFS |      1 |      1 |                  |             19.016 |       cyan-ATLAS | 2025-06-18 07:31:47.136 |              ATLAS_Bot1 |         |        | 2025TNSTR2269....1T |                                                                2025TNSCR2355....1H |                |                     |          2025-06-22 |            2025TNSCR2355....1H |
| 181861 |   SN 2025nzh | 03:27:39.889 | -04:15:29.98 |             SN Ia |              0.021 |     WISEA J032739.88-041530.5 |      0.037609 |            ASAS-SN, ATLAS, GOTO, ZTF, BlackGEM, Pan-STARRS |      ASAS-SN, ATLAS, GOTO, ZTF, BlackGEM, Pan-STARRS |                                 ZTF |         ASAS-SN, ATLAS, BlackGEM, GOTO, Pan-STARRS, ZTF |                   ASASSN-25co |                                ASASSN-2 - Cassius, ATLAS-CHL - ATLAS-04, BG3 - BlackGEM-Cam3, BG4 - BlackGEM-Cam4, GOTO-N - GOTO-2, GOTO-S - GOTO-4, P48 - ZTF-Cam, PS1 - GPC1 |                                                   Lick-3m - KAST |      1 |      1 |                  |               15.8 |          g-Sloan | 2025-06-18 10:04:48.000 |        Krzysztof Stanek |         |        | 2025TNSTR2268....1S |                                                                2025TNSCR4249....1W |                |                     |          2025-10-22 |            2025TNSCR4249....1W |
| 181858 |   SN 2025nze | 21:19:43.226 | -20:43:36.13 |             SN II |           0.039014 |                               |               |                                     ZTF, Pan-STARRS, ATLAS |                               ZTF, Pan-STARRS, ATLAS |                                 ZTF |                                  ATLAS, Pan-STARRS, ZTF |                  ZTF25aavmvqg |                                                                                                          ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, P48 - ZTF-Cam, PS1 - GPC1 |                                                       P60 - SEDM |      1 |      1 |                  |            19.4524 |            r-ZTF | 2025-06-10 09:35:08.998 |                   Fritz |         |        | 2025TNSTR2277....1B |                                                                2025TNSCR2367....1S |                |                     |          2025-06-23 |            2025TNSCR2367....1S |
| 181856 |   SN 2025nzc | 14:38:51.768 | +10:14:28.26 |             SN II |            0.05461 |                               |               |                          ZTF, YSE, ATLAS, Pan-STARRS, Fink |                               ZTF, Pan-STARRS, ATLAS |                                UCSC |                                  ATLAS, Pan-STARRS, ZTF |                  ZTF25aavoysc |                                                                                              ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS1 - GPC1, PS2 - GPC2 |                                                   Lick-3m - KAST |      1 |      1 |                  |            19.0338 |            g-ZTF | 2025-06-18 06:36:43.001 |                   Fritz |         |        | 2025TNSTR2280....1S |                                                                2025TNSCR2442....1D |                |                     |          2025-06-27 |            2025TNSCR2442....1D |
| 181846 |   SN 2025nys | 14:10:03.704 | -07:17:55.64 |             SN Ic |              0.036 |                               |               |                                           ZTF, ATLAS, Fink |                                           ZTF, ATLAS |                                 ZTF |                                              ATLAS, ZTF |                  ZTF25aavozkg |                                                                                                                      ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam |                                                   Lick-3m - KAST |      1 |      1 |                  |            20.2387 |            g-ZTF | 2025-06-13 05:07:46.997 |                   Fritz |         |        | 2025TNSTR2280....1S |                                                                2025TNSCR2606....1C |                |                     |          2025-07-07 |            2025TNSCR2606....1C |
| 181809 |   SN 2025nxh | 20:59:17.783 | -07:26:03.20 |             SN Ia |           0.080787 |                               |               |                                         ALeRCE, GOTO, Fink |                                            ZTF, GOTO |                                SCAT |                                               GOTO, ZTF |                  ZTF25aavmwrf |                                                                                                                                                 GOTO-N - GOTO-2, P48 - ZTF-Cam |                                                     UH88 - SNIFS |      1 |      1 |                  |            19.0268 |            g-ZTF | 2025-06-17 10:35:24.000 |                  ALeRCE |         |        | 2025TNSTR2250....1M |                                                                2025TNSCR2281....1H |                |                     |          2025-06-18 |            2025TNSCR2281....1H |
| 181807 |   SN 2025nxf | 02:34:25.961 | +25:16:18.44 |             SN II |           0.019013 |                               |               |                                  ALeRCE, ATLAS, Pan-STARRS |                               ZTF, ATLAS, Pan-STARRS |                                 ZTF |                                  ATLAS, Pan-STARRS, ZTF |                  ZTF25aavneuv |                                                                                                                                ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS2 - GPC2 |                                                     Keck1 - LRIS |      1 |      1 |                  |             18.436 |            r-ZTF | 2025-06-17 11:30:47.998 |                  ALeRCE |         |        | 2025TNSTR2250....1M |                                                                2025TNSCR2503....1D |                |                     |          2025-06-30 |            2025TNSCR2503....1D |
| 181806 |   SN 2025nxe | 01:52:20.673 | +35:47:53.87 |             SN II |              0.033 |                               |               |                                                        ZTF |                                                  ZTF |                                 ZTF |                                                     ZTF |                  ZTF25aavndja |                                                                                                                                                                  P48 - ZTF-Cam |                                                     Keck1 - LRIS |      1 |      1 |                  |            20.0208 |            r-ZTF | 2025-06-17 11:17:32.997 |             ZTF_CATS150 |         |        | 2025TNSTR2263....1H |                                                                2025TNSCR2503....1D |                |                     |          2025-06-30 |            2025TNSCR2503....1D |
| 181805 |   SN 2025nxd | 02:37:26.716 | +23:17:56.52 |             SN Ia |           0.027486 |                               |               |                                            ZTF, Pan-STARRS |                                      ZTF, Pan-STARRS |                                 ZTF |                                         Pan-STARRS, ZTF |                  ZTF25aavcuyp |                                                                                                                                                      P48 - ZTF-Cam, PS2 - GPC2 |                                                     Keck1 - LRIS |      1 |      1 |                  |            18.4727 |            r-ZTF | 2025-06-14 11:32:28.999 |             ZTF_CATS150 |         |        | 2025TNSTR2263....1H |                                                                2025TNSCR2530....1D |                |                     |          2025-07-02 |            2025TNSCR2530....1D |
| 181804 |   SN 2025nxc | 23:40:29.533 | +02:46:23.49 |             SN Ic |            0.03859 |                      Z 381-23 |       0.03943 |                                                     ALeRCE |                                                  ZTF |                                SCAT |                                                     ZTF |                  ZTF25aavmuzl |                                                                                                                                                                  P48 - ZTF-Cam |                                                     UH88 - SNIFS |      1 |      1 |                  |            19.1056 |            r-ZTF | 2025-06-17 10:30:14.999 |                  ALeRCE |         |        | 2025TNSTR2249....1M |                                                                2025TNSCR2327....1S |                |                     |          2025-06-20 |            2025TNSCR2327....1S |
| 181800 |   SN 2025nwy | 21:17:39.158 | -22:47:26.78 |             SN Ia |           0.025981 |                               |               |                                           ATLAS, ZTF, GOTO |                                     ATLAS, ZTF, GOTO |                                 ZTF |                                        ATLAS, GOTO, ZTF |                    ATLAS25gey |                                                                                                          ATLAS-CHL - ATLAS-04, GOTO-N - GOTO-2, GOTO-S - GOTO-4, P48 - ZTF-Cam |                                                       P60 - SEDM |      1 |      1 |                  |             16.937 |     orange-ATLAS | 2025-06-17 08:28:35.616 |              ATLAS_Bot1 |         |        | 2025TNSTR2251....1T |                                                                2025TNSCR2342....1F |                |                     |          2025-06-21 |            2025TNSCR2342....1F |
| 181678 |   SN 2025nsg | 17:03:29.495 | +03:44:15.59 |             SN Ia |              0.072 |                               |               |                         GOTO, ZTF, ATLAS, LAST, Pan-STARRS |                   GOTO, ZTF, ATLAS, LAST, Pan-STARRS |                                 ZTF |                      ATLAS, GOTO, LAST, Pan-STARRS, ZTF |                     GOTO25dol |                                                                                              ATLAS-HKO - ATLAS-02, GOTO-S - GOTO-3, LAST - LAST-Cam, P48 - ZTF-Cam, PS1 - GPC1 |                                           LT - SPRAT, P60 - SEDM |      1 |      1 |                  |              19.11 |           L-GOTO | 2025-06-16 11:28:46.848 |                GOTO_bot |         |        | 2025TNSTR2257....1O |                                           2025TNSCR2779....1F, 2025TNSCR2906....1W |                |                     |          2025-07-19 |            2025TNSCR2779....1F |
| 181674 |   SN 2025nsc | 13:51:59.077 | +72:22:07.02 |             SN II |               0.07 |                               |               |                                                  ZTF, GOTO |                                            ZTF, GOTO |                                 ZTF |                                               GOTO, ZTF |                  ZTF25aavjytr |                                                                                                                                GOTO-N - GOTO-1, GOTO-N - GOTO-2, P48 - ZTF-Cam |                                                       P60 - SEDM |      1 |      1 |                  |            18.9971 |            g-ZTF | 2025-06-17 04:44:15.999 |                   Fritz |         |        | 2025TNSTR2262....1S |                                                                2025TNSCR2283....1S |                |                     |          2025-06-18 |            2025TNSCR2283....1S |
| 181671 |   AT 2025nsa | 00:42:17.348 | +41:08:55.62 |              Nova |                0.0 |                               |               |                                           GOTO, ATLAS, ZTF |                                     GOTO, ATLAS, ZTF |                                None |                                        ATLAS, GOTO, ZTF |                     GOTO25dpb |                                                                                    ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, GOTO-N - GOTO-1, GOTO-N - GOTO-2, P48 - ZTF-Cam |                                                BL41 - FOSC-E5535 |      1 |      1 |                  |              16.92 |           L-GOTO | 2025-06-17 03:35:41.856 |                GOTO_bot |         |        | 2025TNSTR2257....1O |                                                                2025TNSCR2303....1B |                |                     |          2025-06-19 |            2025TNSCR2303....1B |
| 181663 |   SN 2025nrs | 14:01:33.910 | +24:59:10.37 |             SN Ia |            0.07678 |      SDSS J140133.96+245909.9 |    0.07675494 |                                         ALeRCE, YSE, ATLAS |                               ZTF, Pan-STARRS, ATLAS |                                UCSC |                                  ATLAS, Pan-STARRS, ZTF |                  ZTF18aamfybf |                                                                                                          ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS2 - GPC2 |                                                   Lick-3m - KAST |      1 |      1 |                  |            18.6653 |            g-ZTF | 2025-06-16 05:53:58.001 |                  ALeRCE |         |        | 2025TNSTR2233....1M |                                                                2025TNSCR2442....1D |                |                     |          2025-06-27 |            2025TNSCR2442....1D |
| 181644 |   SN 2025nqz | 15:26:21.318 | +44:47:05.45 |             SN Ia |              0.065 |      SDSS J152621.07+444705.8 |               |                ALeRCE, GOTO, ATLAS, Fink, LAST, Pan-STARRS |                   ZTF, GOTO, ATLAS, LAST, Pan-STARRS |                                 ZTF |                      ATLAS, GOTO, LAST, Pan-STARRS, ZTF |                  ZTF25aavhjcz |                                                                        ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, GOTO-N - GOTO-2, LAST - LAST-Cam, P48 - ZTF-Cam, PS1 - GPC1 |                                                       P60 - SEDM |      1 |      1 |                  |             20.313 |            g-ZTF | 2025-06-16 06:40:54.002 |                  ALeRCE |         |        | 2025TNSTR2233....1M |                                                                2025TNSCR2422....1F |                |                     |          2025-06-26 |            2025TNSCR2422....1F |
| 181632 |   SN 2025nqr | 02:50:40.755 | +40:28:43.63 |             SN Ib |           0.028983 |                               |               |                                                        ZTF |                                                  ZTF |                                 ZTF |                                                     ZTF |                  ZTF25aavjchy |                                                                                                                                                                  P48 - ZTF-Cam |                                                   Lick-3m - KAST |      1 |      1 |                  |            18.8269 |            r-ZTF | 2025-06-16 11:33:20.001 |                   Fritz |         |        | 2025TNSTR2241....1S |                                                                2025TNSCR2425....1H |                |                     |          2025-06-26 |            2025TNSCR2425....1H |
| 181630 |   SN 2025nqp | 02:04:43.297 | +08:32:32.75 |             SN II |           0.011708 |                               |               |                                              ZTF, BlackGEM |                                        ZTF, BlackGEM |                                 ZTF |                                           BlackGEM, ZTF |                  ZTF25aavcsij |                                                                                                                        BG3 - BlackGEM-Cam3, BG4 - BlackGEM-Cam4, P48 - ZTF-Cam |                                                       P60 - SEDM |      1 |      1 |                  |            18.6144 |            r-ZTF | 2025-06-14 11:19:05.998 |                   Fritz |         |        | 2025TNSTR2241....1S |                                                                2025TNSCR2604....1S |                |                     |          2025-07-07 |            2025TNSCR2604....1S |
| 181627 |   SN 2025nqm | 20:42:07.602 | -08:40:18.43 |             SN Ia |             0.0823 |                               |               |                   ZTF, GOTO, LAST, Fink, Pan-STARRS, ATLAS |                   ZTF, GOTO, LAST, Pan-STARRS, ATLAS |                                SCAT |                      ATLAS, GOTO, LAST, Pan-STARRS, ZTF |                  ZTF25aavilsy |                                                                                              ATLAS-HKO - ATLAS-02, GOTO-N - GOTO-2, LAST - LAST-Cam, P48 - ZTF-Cam, PS1 - GPC1 |                                                     UH88 - SNIFS |      1 |      1 |                  |            19.4642 |            r-ZTF | 2025-06-16 09:04:56.999 |                   Fritz |         |        | 2025TNSTR2241....1S |                                                                2025TNSCR2327....1S |                |                     |          2025-06-20 |            2025TNSCR2327....1S |
| 181626 |   SN 2025nql | 20:40:48.537 | -11:57:49.88 |             SN Ia |              0.086 |                               |               |                         ZTF, GOTO, ATLAS, Fink, Pan-STARRS |                         ZTF, GOTO, ATLAS, Pan-STARRS |                                 ZTF |                            ATLAS, GOTO, Pan-STARRS, ZTF |                  ZTF25aavikwq |                                                                        ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02, GOTO-N - GOTO-1, GOTO-N - GOTO-2, P48 - ZTF-Cam, PS2 - GPC2 |                                                       P60 - SEDM |      1 |      1 |                  |            19.3551 |            r-ZTF | 2025-06-16 09:04:56.999 |                   Fritz |         |        | 2025TNSTR2241....1S |                                                                2025TNSCR2461....1F |                |                     |          2025-06-28 |            2025TNSCR2461....1F |
| 181623 |   SN 2025nqi | 11:48:39.477 | +56:56:35.06 |             SN Ia |           0.051985 |                               |               |                                     ZTF, ATLAS, GOTO, WFST |                               ZTF, ATLAS, GOTO, WFST |                                 ZTF |                                  ATLAS, GOTO, WFST, ZTF |                  ZTF25aavgvck |                                                                                    ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, GOTO-N - GOTO-2, P48 - ZTF-Cam, WFST - WFST-WFC |                                                       P60 - SEDM |      1 |      1 |                  |            19.5409 |            g-ZTF | 2025-06-16 05:46:31.002 |                   Fritz |         |        | 2025TNSTR2241....1S |                                                                2025TNSCR2443....1F |                |                     |          2025-06-27 |            2025TNSCR2443....1F |
| 181616 |   SN 2025nqb | 12:31:40.351 | +03:55:37.49 |             SN Ib |           0.015109 |                     NGC 4496B |      0.015109 |                                          SGLF, GOTO, ATLAS |                                     ZTF, GOTO, ATLAS |                           SCAT, ZTF |                                        ATLAS, GOTO, ZTF |                  ZTF25aavgfqk |                                                                                                                           ATLAS-HKO - ATLAS-02, GOTO-N - GOTO-2, P48 - ZTF-Cam |                                       NOT - ALFOSC, UH88 - SNIFS |      1 |      1 |                  |             18.868 |            r-ZTF | 2025-06-16 04:42:02.000 |    Ismael Perez-Fournon |         |        | 2025TNSTR2235....1P |                                           2025TNSCR2281....1H, 2025TNSCR2702....1S |                |                     |          2025-06-18 |            2025TNSCR2281....1H |
| 181597 |   SN 2025npi | 21:32:59.965 | -32:08:52.38 |             SN Ia |               0.05 |                               |               |                                    ATLAS, GOTO, Pan-STARRS |                              ATLAS, GOTO, Pan-STARRS |                                SCAT |                                 ATLAS, GOTO, Pan-STARRS |                    ATLAS25gel |                                                                                                             ATLAS-STH - ATLAS-03, GOTO-S - GOTO-3, GOTO-S - GOTO-4, PS1 - GPC1 |                                                     UH88 - SNIFS |      1 |      1 |                  |              18.05 |     orange-ATLAS | 2025-06-15 22:10:22.368 |              ATLAS_Bot1 |         |        | 2025TNSTR2234....1T |                                                                2025TNSCR2528....1T |                |                     |          2025-07-02 |            2025TNSCR2528....1T |
| 181594 |   SN 2025npf | 14:29:30.807 | +02:46:23.69 |             SN Ia |              0.091 |                               |               |          YSE, ZTF, WFST, ATLAS, GOTO, BlackGEM, Pan-STARRS |         Pan-STARRS, ZTF, WFST, ATLAS, GOTO, BlackGEM |                                UCSC |            ATLAS, BlackGEM, GOTO, Pan-STARRS, WFST, ZTF |                       PS25dmn |             ATLAS-CHL - ATLAS-04, ATLAS-MLO - ATLAS-01, BG2 - BlackGEM-Cam2, BG4 - BlackGEM-Cam4, GOTO-N - GOTO-2, GOTO-S - GOTO-3, P48 - ZTF-Cam, PS1 - GPC1, WFST - WFST-WFC |                                                   Lick-3m - KAST |      1 |      1 |                  |              19.38 |             r-P1 | 2025-06-14 08:24:36.288 |                YSE_Bot1 |         |        | 2025TNSTR2236....1J |                                                                2025TNSCR2567....1P |                |                     |          2025-07-04 |            2025TNSCR2567....1P |
| 181591 |   SN 2025npc | 12:24:14.140 | +07:57:17.84 |             SN Ic |           0.024047 |                               |               |                                      ZTF, ATLAS, GOTO, YSE |                         ZTF, ATLAS, GOTO, Pan-STARRS |                                 ZTF |                            ATLAS, GOTO, Pan-STARRS, ZTF |                  ZTF25aaupzsu |                                                                                              ATLAS-HKO - ATLAS-02, GOTO-N - GOTO-1, GOTO-N - GOTO-2, P48 - ZTF-Cam, PS1 - GPC1 |                                                      P200 - NGPS |      1 |      1 |                  |            19.8191 |            g-ZTF | 2025-06-12 04:28:37.004 |                   Fritz |         |        | 2025TNSTR2226....1S |                                                                2025TNSCR2366....1S |                |                     |          2025-06-23 |            2025TNSCR2366....1S |
| 181587 |   SN 2025noy | 03:30:50.507 | +61:10:21.41 |             SN II |           0.011435 |                               |               |                                                 ZTF, ATLAS |                                           ZTF, ATLAS |                                 ZTF |                                              ATLAS, ZTF |                  ZTF25aavcvel |                                                                                                                      ATLAS-HKO - ATLAS-02, ATLAS-TDO - ATLAS-05, P48 - ZTF-Cam |                                                      P200 - NGPS |      1 |      1 |                  |            18.9193 |            r-ZTF | 2025-06-14 11:28:51.003 |                   Fritz |         |        | 2025TNSTR2224....1S |                                                                2025TNSCR3309....1D |                |                     |          2025-08-21 |            2025TNSCR3309....1D |
| 181586 |   SN 2025nox | 20:26:34.582 | -04:06:58.63 |             SN Ia |              0.085 |                               |               |                                                 ZTF, ATLAS |                                           ZTF, ATLAS |                                 ZTF |                                              ATLAS, ZTF |                  ZTF25aauhcoe |                                                                                                                      ATLAS-HKO - ATLAS-02, ATLAS-STH - ATLAS-03, P48 - ZTF-Cam |                                                       P60 - SEDM |      1 |      1 |                  |            19.3618 |            r-ZTF | 2025-06-09 09:24:30.000 |                   Fritz |         |        | 2025TNSTR2224....1S |                                                                2025TNSCR2232....1C |                |                     |          2025-06-15 |            2025TNSCR2232....1C |
| 181583 |   SN 2025nou | 22:04:14.047 | -01:59:50.97 |             SN Ia |           0.040716 |                               |               |               ZTF, ATLAS, BlackGEM, GOTO, Pan-STARRS, Fink |               ZTF, ATLAS, BlackGEM, GOTO, Pan-STARRS |                                 ZTF |                  ATLAS, BlackGEM, GOTO, Pan-STARRS, ZTF |                  ZTF25aavdmzf |                                                    ATLAS-HKO - ATLAS-02, BG2 - BlackGEM-Cam2, BG4 - BlackGEM-Cam4, GOTO-N - GOTO-2, GOTO-S - GOTO-4, P48 - ZTF-Cam, PS2 - GPC2 |                                                       P60 - SEDM |      1 |      1 |                  |            18.2497 |            r-ZTF | 2025-06-15 08:43:45.001 |              BTSbot_bot |         |        | 2025TNSTR2225....1R |                                                                2025TNSCR2365....1F |                |                     |          2025-06-23 |            2025TNSCR2365....1F |
| 181579 |   SN 2025noq | 23:06:52.930 | +18:13:00.06 |             SN Ia |              0.063 |                               |               |                                     ZTF, ATLAS, GOTO, Fink |                                     ZTF, ATLAS, GOTO |                                 ZTF |                                        ATLAS, GOTO, ZTF |                  ZTF25aavdsoh |                                                                                    ATLAS-CHL - ATLAS-04, ATLAS-MLO - ATLAS-01, GOTO-N - GOTO-2, GOTO-S - GOTO-4, P48 - ZTF-Cam |                                                       P60 - SEDM |      1 |      1 |                  |            20.0988 |            r-ZTF | 2025-06-14 09:30:22.996 |                   Fritz |         |        | 2025TNSTR2224....1S |                                                                2025TNSCR2387....1F |                |                     |          2025-06-24 |            2025TNSCR2387....1F |
| 181577 |   SN 2025noo | 11:10:56.003 | +46:56:36.05 |             SN II |           0.019645 |                               |               |                                           ATLAS, ZTF, WFST |                                     ATLAS, ZTF, WFST |                                SCAT |                                        ATLAS, WFST, ZTF |                    ATLAS25gdu |                                                                                                     ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, WFST - WFST-WFC |                                                     UH88 - SNIFS |      1 |      1 |                  |             18.711 |     orange-ATLAS | 2025-06-15 06:25:54.336 |              ATLAS_Bot1 |         |        | 2025TNSTR2222....1T |                                                                2025TNSCR2281....1H |                |                     |          2025-06-18 |            2025TNSCR2281....1H |
| 181573 |   AT 2025nok | 13:24:57.732 | -43:01:42.68 |              Nova |              0.002 |                               |               |                                      ATLAS, GOTO, BlackGEM |                                ATLAS, GOTO, BlackGEM |                            ePESSTO+ |                                   ATLAS, BlackGEM, GOTO |                    ATLAS25gds |                                                                                                    ATLAS-STH - ATLAS-03, BG2 - BlackGEM-Cam2, GOTO-S - GOTO-3, GOTO-S - GOTO-4 |                                             ESO-NTT - EFOSC2-NTT |      1 |      1 |                  |             18.706 |     orange-ATLAS | 2025-06-14 21:56:57.120 |              ATLAS_Bot1 |         |        | 2025TNSTR2222....1T |                                                                2025TNSCR2264....1P |                |                     |          2025-06-17 |            2025TNSCR2264....1P |
| 181554 |   SN 2025nnr | 23:50:45.007 | +14:35:28.97 |             SN Ia |              0.068 |                               |               |                               ATLAS, GOTO, ZTF, Pan-STARRS |                         ATLAS, GOTO, ZTF, Pan-STARRS |                                SCAT |                            ATLAS, GOTO, Pan-STARRS, ZTF |                    ATLAS25gdk |                                                                        ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, GOTO-N - GOTO-1, GOTO-N - GOTO-2, P48 - ZTF-Cam, PS1 - GPC1 |                                                     UH88 - SNIFS |      1 |      1 |                  |             18.584 |     orange-ATLAS | 2025-06-14 13:47:02.976 |              ATLAS_Bot1 |         |        | 2025TNSTR2213....1T |                      2025TNSCR2229....1S, 2025TNSCR2229....1S, 2025TNSCR2229....1S |                |                     |          2025-06-15 |            2025TNSCR2229....1S |
| 181551 |   SN 2025nno | 23:39:10.608 | +05:29:18.23 |             SN II |            0.01881 |                               |               |                     ATLAS, GOTO, BlackGEM, Pan-STARRS, ZTF |               ATLAS, GOTO, BlackGEM, Pan-STARRS, ZTF |                                 ZTF |                  ATLAS, BlackGEM, GOTO, Pan-STARRS, ZTF |                    ATLAS25gde |                                                    ATLAS-HKO - ATLAS-02, BG3 - BlackGEM-Cam3, BG4 - BlackGEM-Cam4, GOTO-N - GOTO-2, GOTO-S - GOTO-3, P48 - ZTF-Cam, PS2 - GPC2 |                                                       P60 - SEDM |      1 |      1 |                  |              18.19 |     orange-ATLAS | 2025-06-14 13:28:31.872 |              ATLAS_Bot1 |         |        | 2025TNSTR2213....1T |                                                                2025TNSCR2266....1A |                |                     |          2025-06-17 |            2025TNSCR2266....1A |
| 181550 |   SN 2025nnn | 19:04:05.944 | +43:05:56.03 |             SN II |               0.05 |                               |               |                         GOTO, ZTF, ATLAS, Fink, Pan-STARRS |                         GOTO, ZTF, ATLAS, Pan-STARRS |                                 ZTF |                            ATLAS, GOTO, Pan-STARRS, ZTF |                     GOTO25dle |                                                                                                               ATLAS-HKO - ATLAS-02, GOTO-N - GOTO-1, P48 - ZTF-Cam, PS1 - GPC1 |                                                       P60 - SEDM |      1 |      1 |                  |              19.09 |           L-GOTO | 2025-06-12 02:06:44.064 |                GOTO_bot |         |        | 2025TNSTR2215....1O |                                                                2025TNSCR2962....1S |                |                     |          2025-07-28 |            2025TNSCR2962....1S |
